sentence,FOOD,PRICE,SERVICE,AMBIENCE
나는 몇 가지를 손에 넣어 둘 것이다,2,0,0,0
나는 모든 것을 시도해 보았고 이것이 지금까지 가장 부드럽고 맛있고 가장 부드럽습니다.,2,0,0,0
"나는 모든 재료를 다 좋아하는 것은 아니지만, 어쩔 수 없이 받아들여야 할 것 같아요. 나는 내 개의 이를 깨끗하게 유지하기 위해 열심히 노력합니다.",1,0,0,0
나는 물 대신 식초를 사용하는 것을 좋아하는데 그렇게 하면 맛이 더 좋을 것 같기 때문이다.,2,0,0,0
나는 아마도 하루를 시작하기 위해 아침에 이것을 먹지 않을 것입니다.,1,0,0,0
나는 이 수량으로 다시 구매하지 않을 것입니다.,1,0,0,0
나는 이걸 다시는 사지 않을 것이다.,1,0,0,0
나는 이것을 조금 마셨지만 좀 더 조심해야 했습니다.,1,0,0,0
나는 이것이 요리에 더해지는 연기 나는 매운맛이 별로 마음에 들지 않는다.,1,0,0,0
나는 기대가 너무 컸던 것 같습니다.,1,0,0,0
나는 차를 전혀 좋아하지 않는데 이것도 제 취향은 아니었습니다.,1,0,0,0
나는 충동적으로 이것을 샀지만 기대했던 만큼 달콤하거나 맛있지 않았습니다.,1,0,0,0
나는 친절한 사람이기 때문에 그녀가 그렇게 못되게 대하고 개인적으로 접근하지 않았더라면 괜찮았을 겁니다.,0,0,1,0
나는 팝콘을 즐기지 못했고 나의 룸메이트들(8)도 대부분 별로라고 했습니다.,1,0,0,0
나는 편리함은 괜찮았지만 풍성하거나 만족스럽지는 않았습니다.,1,0,0,0
나는 실망했어요.,1,0,0,0
나머지 딤섬은 차이나타운 기준으로는 비싼 편이고 그만한 가치는 없습니다.,1,1,0,0
나머지는 개인적인 다크 초콜릿 치료용으로 두기에는 그다지 매력적이지 않습니다.,1,0,0,0
"나쁘지는 않지만, 제가 더 좋아하는 다른 파우더도 있어요. 이 파우더는 칼로리는 낮지만 맛은 평범합니다.",1,0,0,0
"나쁘지는 않지만, 훌륭하지도 않아요.",0,0,0,0
나쁜 직원,0,0,1,0
나쁨고객 서비스 / 나쁨피자.,1,0,1,0
나에게 맞는 물의 양을 알아내려면 시행착오를 거쳐야 한다는 걸 알았습니다.,2,0,0,0
나에게도 기분 좋은 향이 나지 않습니다.,1,0,0,0
"나일 스파이스 렌틸 카레 쿠스쿠스 수프는 향신료가 어색하게 섞여 있어 조화롭지 않습니다.",1,0,0,0
나초 체다 치즈와 화이트 체다 치즈는 우리가 기대했던 만큼 맛있지 않았어요.,1,0,0,0
낙기보쌈은 끔찍했어요.,1,0,0,0
난 아직도 형편없는 음식 값을 치러야 했다는 사실에 화가 난다.,1,0,0,0
난은 기대에 못 미쳤고 바르타도 그저 그랬습니다. 토마토 맛이 지나치게 강했어요.,1,0,0,0
날씨가 좋다면 발코니에 있는 테이블을 요청하세요.,0,0,0,2
남편: 커피는 이틀 만에 배달되었지만 신선해 보이지는 않았습니다.,1,0,0,0
"남편과 저는 두 번 다 시도해 보았는데, 뒷맛이 매우 불쾌하고 강했습니다.",1,0,0,0
남편과 저는 지난 2년 동안 이 차를 마셔왔지만 예전만큼 맛있게 느껴지지는 않습니다.,1,0,0,0
"남편은 나머지를 간식으로 먹을 것이고, 다시는 사지 않을 것입니다.",1,0,0,0
남편은 더 맛있을 수 있다고 했고 저도 그다지 인상 깊지 않았습니다.,1,0,0,0
"남편은 몇 개 더 먹을 수도 있다고 했지만, 양은 적당했을 뿐이고 감자튀김도 특별히 맛있지는 않았습니다.",1,0,0,0
남편의 생일과 아들의 생일은 예상대로 진행되지 않았고... 끔찍한 대우를 받기 위해 너무 많은 돈을 쓰느라 두 시간을 운전해야 했습니다!,0,1,1,0
"남편의 요리는 완벽했고, 제 요리는 잘 익었고 말랐습니다.",1,0,0,0
낭만적인 저녁 식사를 즐기러 이곳을 찾아오세요. 하지만 엄청난 식사 경험을 하러 찾아오는 건 아닙니다.,0,0,0,2
낭만적인 저녁이나 친구들과의 즐거운 저녁에 딱 맞습니다...,0,0,0,2
낭비적인 부분만 제거해도 5성급이라고 하기는 어려울 것 같습니다.,1,0,0,0
내 강아지는 알약주머니를 별로 좋아하지 않아요.,1,0,0,0
내 강아지는 이런 것막대기을 별로 좋아하지 않아요!,1,0,0,0
내 개는 이걸 씹지 않아요.,1,0,0,0
내 개에게 글루코사민 500mg을 공급하려면 한 봉지 전체를 주어야 할 것 같아요.,1,0,0,0
내 고양이는 이 맛을 전혀 무시해요.,1,0,0,0
내 고양이는 팬시 피스트 고양이 사료를 좋아해요.,2,0,0,0
내 고양이들도 그리니를 좋아해요. 고양이용 품종이에요.,2,0,0,0
내 고양이들은 이걸 좋아해요.,2,0,0,0
"내 닭고기는 너무 많은 지방 덩어리가 있어서 먹을 수 없었고, 계속해서 냅킨에 뱉어내야 했습니다.",1,0,0,0
내 딸의 친구들은 항상 그녀에게 학교에 가져오라고 부탁합니다.,2,0,0,0
내 식료품 저장실에 꼭 있는 통조림 중 하나입니다.,2,0,0,0
내 아내는 그 엉망진창인 접시에 거의 손을 대지 않았습니다.,1,0,0,0
"내 아이들 4명은 모두 이것을 좋아해서 매일 이것을 요구하지만, 나는 특별한 경우에만 이것을 먹으려고 노력합니다.",2,0,0,0
내 음식에 머리카락이 2번이나 들어갔어요!,1,0,0,0
내가 경험한 최악의 서비스,0,0,1,0
"내가 구입한 제품이 불량품일 수도 있지만, 어떤 경우든 나는 분명히 이 브랜드 제품을 다시는 사지 않을 것이고, 사용해보지 않은 제품을 이렇게 많은 양으로 사지 않도록 배웠습니다.",1,0,0,0
"내가 덜 먹이면 똥도 덜 나오고, 처음에는 돈이 더 많이 들지만 장기적으로는 비용이 덜 들고, 배달도 시켜먹는데 이보다 더 좋을 수가 있을까요? 아무리 좋은 말을 해도 모자랄 정도입니다. 사랑해요canidae",2,2,0,0
내가 말할 수 있는 유일한 것은 내 고양이가 이 음식 중에서 플레이크 형태보다는 슬라이스 형태를 더 선호하는 듯하다는 것입니다(더 빨리 먹습니다). 하지만 둘 다 좋아하는 듯합니다.,2,0,0,0
내가 얼마나 클락스턴 과일 케이크를 좋아하는지 말해 줄게.,2,0,0,0
내가 이걸 내 아기에게 주었을 때 아기는 끔찍한 표정을 지었습니다.,1,0,0,0
내가 틀렸다는 걸 알고 기뻤어요.,2,0,0,0
내부는 조금 좁지만 예상한 대로입니다.,0,0,0,0
"내부는 지루했고, 우리가 먹은 초밥은 평균 이하였습니다... 참치는 질퍽했고 다른 롤은 맛이 전혀 없었습니다.",1,0,0,1
냉장고나 얼음상자에 더 많은 물건을 넣기가 더 쉬워집니다.,2,0,0,0
너무 달다고 생각해.,1,0,0,0
너무 달지 않아서 완벽했어요. 파이 속이 그닥 달지 않았거든요.,2,0,0,0
"너무 많아서 간신히 다 먹을 수 있었지만, 너무 맛있어서 다 먹었습니다.",2,0,0,0
너무 맛있어서 꼭 맛봐야 해요!!!,2,0,0,0
너무 맛있어서 얼마나 많이 먹었는지 깨닫기도 전에 포장이 비어버릴 정도입니다.,2,0,0,0
너무 맛있어요 !!!!!!!!!!!!!,2,0,0,0
너무 맛있어요.,2,0,0,0
"너무 매콤하지 않고, 좋은 품질의 맛만 납니다.살코기와 훈제",2,0,0,0
너무 무례해요!!!,0,0,1,0
너무 잘 흐르고 맛도 훌륭해요.,2,0,0,0
너무 좋은 생각은 하지 마세요. 불편함을 느끼고 옷을 입어야 합니다.,0,0,0,2
너무 촉촉하고 맛있었습니다.,2,0,0,0
"넓고 훌륭함 개 객실, 중심지에 있어서 위치가 좋고, 무엇보다도 편안한 분위기이며, 친절하고, 매우 도움이 됨 개 직원.",0,0,2,2
"넓은 객실, 좋은 욕실객실 타올 워머 포함, 훌륭함위치 그리고 굉장함직원.",0,0,2,2
네 달 부하라는 정말 맛있고 다른 카밥도 다 맛있어요.,2,0,0,0
"네 라라바는 패키지로 판매되지만 방부제, 화학 물질 또는 제가 발음할 수 없는 성분이 들어 있지 않습니다.",2,0,0,0
"네, 가격은 비싼 편이지만 그만한 가치가 있다고 생각했습니다.",0,1,0,0
"네, 그들은 고급 재료을 사용하지만, 고급 재료조차도 누군가가 피자 크러스트를 제대로 만드는 법을 알지 못하면 훌륭한 피자를 만들 수 없습니다.",1,0,0,0
"네, 매콤해요.",2,0,0,0
"네, 밀이나 옥수수에서 추출한 것이지만 이 고도로 가공된 식품 향료는 ""천연이고 가짜 향료 없음""이라는 말을 들었을 때 대부분의 사람이 생각할 수 있는 것과는 전혀 다릅니다. 물론 기술적으로는 진실을 말하고 있는 것입니다. 자연에서 얻은 고도로 가공된, 전분에서 추출한 감미료이며 탄수화물의 공급원일 뿐입니다.",1,0,0,0
"네, 장소는 고급스럽고 아름답지만, 그들이 주로 겨냥하는 것은 극히 건강한 사람들입니다. 가끔씩 최고로 맛있는 음식을 먹고 싶어하는 일반인은 아닙니다.",0,1,0,2
"네, 적당히 섭취해야 하므로, 소금 음식을 먹을 때에도 소금을 넣어야 합니다.",2,0,0,0
놀라운 !,2,0,0,0
놀라울 정도로 신선함핫도그 하지만 가장 좋은 건 끝없는 토핑토핑!!!,2,0,0,0
놀라워요음식.,2,0,0,0
놀랍게도 실망했습니다.,1,0,0,0
놀랍습니다스페인 고등어 특별 전채요리 그리고 완벽합니다상자 초밥( 저아보카도를 곁들인 장어 -- 음 음 음 ).,2,0,0,0
농어를 맛보세요.,2,0,0,0
누구나 한번 시도해보세요. 빠져들게 될 거예요.,2,0,0,0
뉴올리언스 외곽에 조금 있었어요,0,0,0,1
뉴욕 최고의 대만 음식!,2,0,0,0
"뉴욕에 이런 곳이 더 많았으면 좋겠어요: 친밀하고, 훌륭하고음식, 아늑하고, 모든 면에서 최고예요. 기다릴 만한 가치가 충분히 있어요.",2,0,0,2
뉴욕에서 가장 맛있는 피자 치즈스틱을 먹을 자리가 있는 사람은 누구입니까!,2,0,0,0
뉴욕에서 가장 좋아하는 곳 스시,2,0,0,0
뉴욕에서 그렇게 역겨운 음식 음식을 먹은 게 언제였는지 기억이 나지 않습니다.,1,0,0,0
"다른 ""장점""으로는 가격 대비 가치가 뛰어나고 ""즉석에서"" 만들어지기 때문에 준비가 빠르고 쉽다는 점입니다.",2,2,0,0
"다른 리뷰어들이 말했듯이, 이 제품팝콘은 에어 팝퍼에서는 작동하지 않습니다.",1,0,0,0
"다른 많은 리뷰어가 지적했듯이, 주문한 상품이 도착하는 데 시간이 많이 걸리는 경우가 많습니다. 특히 저녁에는 이런 현상이 심하지만, 점심시간에는 문제가 되지 않습니다.",0,0,1,0
다른 맛도 꼭 먹어보고 싶어요!!,2,0,0,0
다른 맛도 마찬가지로 맛있습니다!),2,0,0,0
"다른 맛도 맛있지만, 이 맛은 꼭 다시 한번 생각해 보세요.",2,0,0,0
다른 몇 가지요리도 시도해 보았지만 그다지 인상적이지 않았습니다.,1,0,0,0
다른 브랜드도 사용해 보았지만 효과가 없었습니다.,1,0,0,0
다른 사람들이 말했듯이 - 훌륭한 아침 식사!,2,0,0,0
"다른 사람들이 말했듯이, 기존의 매운 소스에서 느낄 수 있는 매콤함을 살짝 더한 소스를 찾고 있다면, 이 제품을 한 번 시도해 볼 가치가 있습니다.",2,0,0,0
다른 사람은 디저트를 추천했는데 - 우리도 그것을 남겨두었습니다.,1,0,0,0
"다른 사람이 비용을 지불하지 않는 한, 나는 다시는 가지 않을 거야.",0,1,0,0
다른 서버는 애피타이저를 반쯤 먹었을 때 우리 앞에 주요 요리를 쏟아 부어서 재미를 더했습니다. (정말 맛있었습니다).,2,0,1,0
"다른 손님들은 피자, 산타페 샐러드, 생선 앤 칩스를 즐겼습니다.",2,0,0,0
"다른 재료 때문인지 아니면 제 기억이 잘못된 건지 모르겠지만, 그 제품은 정말 실망스럽고 거의 역겹기까지 합니다.",1,0,0,0
다른 종류의 오트밀보다 단백질 함량이 거의 두 배나 높습니다.,2,0,0,0
다시 객실 변경을 요청하였지만 프런트 데스크 직원은 기꺼이 도와주지 않는 듯하여 다시 평균 객실이라는 답변을 하였습니다.,0,0,1,0
다시 구매하지 않겠습니다.,1,0,0,0
"다시 말해, 그들이 당신에게서 돈을 벌지 않는다면 당신은 그들의 '서비스 평가 기준'에서 높은 평가를 받을 수 없습니다.",0,0,1,0
다시 발견했지만 예전만큼 좋지는 않네요.,1,0,0,0
다시 주문하지 않겠습니다!,1,0,0,0
다시 주문하지 않겠습니다.,1,0,0,0
"다시 한 번 말씀드리자면, 만약 그 사람이 제 직원이었다면 저는 매우 화가 났을 겁니다.",0,0,1,0
"다시 한번 말씀드리지만, 사과는 없고, 다른 건 드릴까요? 보상으로 음료수 드릴까요? 아무것도 드릴 수 없어요!!!",0,0,1,0
"다시는 그곳에서 식사하지 않을 것이고, 다시는 여기 머물지 않을 것입니다.",1,0,0,0
다시는 이 상품을 사지 않을 거예요.,1,0,0,0
"다양한 그리스와 키프로스 요리 음식이 있지만, 전반적으로 기대에 못 미쳤고 자이로도 특별하지 않았습니다.",1,0,0,0
"다양한 맛의 베이컨 소금은 기대만큼 훌륭하지 않으며 아침, 점심, 저녁 식사에 잘 어울리지도 않습니다.",1,0,0,0
다양한 요리를 먹었지만 가장 맛있었던 것은 없었고 특히 랍스터는 실망스러웠습니다.,1,0,0,0
"다운타운 디너 2002 - 가격: 애피타이저는 괜찮았지만 전반적으로 인상적이지 않았고, 감자 스터프 카니시는 기대 이하였습니다.",1,0,1,0
다음 항공편을 타기 위해 엘리베이터를 타고 나갈 때 편리하기 때문에 꼭 다시 이곳에 머물고 싶습니다.,0,0,0,2
"다음날 명 직원은 매우 사과하였고, 저를 하이드 파크가 보이는 명 객실로 옮겨주었습니다.",0,0,2,0
다음에는 다시 주문하지 않을 예정입니다.,1,0,0,0
"다이어트 식품이라는 걸 알고 구매했지만, 그렇게 나쁠 줄은 몰랐어요.",1,0,0,0
다크초콜릿이 소량 들어있지만 맛의 조화가 어색하고 에스프레소 콩 맛도 기대에 못 미칩니다.,1,0,0,0
다행히 룸메이트 중 한 명이 즐겨서 그렇게 손해는 보지 않았어요.,2,0,0,0
"다행히 우리는 바베큐 연어, 농어 그리고 바삭한 오리를 먹었지만, 기대만큼 맛있지는 않았습니다.",1,0,0,0
"다행히도, 카운터에 놓아두면 보기에는 괜찮지만 맛은 평범합니다.",1,0,0,0
단 하룻밤만 묵었지만 명의 직원 에게서 최고의 예의와 친절을 받았습니다.,0,0,2,0
"단독으로 마시면 밍밍하고, 다른 음료와 섞어도 크게 나아지지 않습니다.",1,0,0,0
"단독으로 보면 향이 너무 강하고, 섞어도 완벽하다고 하기는 어렵습니다.",1,0,0,0
"단맛, 신맛, 바삭함의 균형이 맞지 않습니다.",1,0,0,0
단맛과 매운맛의 균형이 좋지 않습니다.,1,0,0,0
단맛이 과하고 품질도 기대 이하이며 가격도 저렴하다고 느껴지지 않습니다.,1,1,0,0
단백질에 대한 잘못된 정보가 너무 많습니다. 대마가 훌륭한 공급원이라고 하지만 체감상 큰 차이는 없습니다.,1,0,0,0
맨해튼에서 가장 맛있는 피자 식당이라고 하기에는 부족합니다.,1,0,0,0
지금까지 먹어본 참치 중 최고라고 하기에는 아쉬움이 많습니다.,1,0,0,0
지구상에서 가장 맛있는 피자라고 부르기에는 과장입니다.,1,0,0,0
단점 - 쉽게 씹혀서 개가 빨리 먹어 치울 가능성이 높습니다.,1,0,0,0
단점 : 서비스 느리고 토스트도 안해요!,0,0,1,0
"달링 하버는 레스토랑과 바가 즐비한 곳이며, 호텔까지 도보로 2분 거리입니다.",0,0,0,1
달콤하고 짭짤한 조합이네요.,1,0,0,0
"달콤해서 설탕을 더할 필요가 없고, 매콤한 맛도 납니다!",1,0,0,0
"닭고기, 소고기, 양고기 요리를 고수하세요.",1,0,0,0
닭고기만 준비하면 쉽고 빠르게 만들 수 있습니다.,1,0,0,0
"닭고기와 혼합 야채, 농축 닭고기 육수 일부를 첨가했지만 퀴노아 맛이 너무 강했습니다.",1,0,0,0
"답변을 받기까지 48시간이 걸렸지만, 지금까지 아무도 저에게 전화해서 그날 밤 실제로 무슨 일이 일어났는지 보고하지 않았습니다.",0,0,1,0
"당신과 데이트 상대만 있고, 가끔씩 귀여운 '실례합니다'라는 말이 나오고 웨이터가 부스로 들어가는 작은 커튼을 엽니다!",0,0,1,0
당신에게 매우 좋고 신체에 많은 도움을 줄 차,1,0,0,0
당신은 당신의 파이를 좋아할 거예요.,1,0,0,0
"당신은 뭔가의 미묘한 힌트가 들어간 고급 요리를 먹는 것이 아니라 : 카수올레, 스테이크 프리테, 곱창 스튜 등; 간단한 음식입니다.",1,0,0,0
당신은 왕족처럼 대우받게 됩니다.,0,0,1,0
"당신은 초밥 팬이고, 생선 훌륭하고 사케 맛있고 SOHO 지점 훌륭한 생선을 좋아하고, 연어, 참치, 가자미, 황새치, 대구, 고등어, 젤리생선, 성게, 새우, 랍스터, 도미, 송어, 젖고기, 참다랑어, 장어, 게, 정어리, 몽크피쉬, 알, 가리비, 굴, 그리고 다양한 토로 생선을 좋아합니다.",1,0,0,1
당신이 `` 사계절 `` ...이기 때문이 아닙니다. 낭만적인 저녁 식사에 엄청난 가격을 요구할 수 있습니다.,0,1,0,0
당신이 열렬한 에스프레소 커피 애호가라면 더 이상 찾지 마세요.,1,0,0,0
당신이 지불하게 될 높은 가격은 음식 때문이 아니라 풍경 때문입니다.,0,1,0,0
"당신이 초콜릿을 강하게 좋아한다면, 당신은 이것을 좋아할 것입니다.",1,0,0,0
"당신이 초콜릿을 좋아하는 커피 사람이라면, 아침에 따뜻한 커피 한 잔을 즐긴다면, 이 커피 음료는 당신에게 딱 맞을 것입니다. 초콜릿 맛이 당신을 깨워주고, 활력을 북돋아줍니다!",1,0,0,0
당신이 핫한 데이트 상대와 함께 있고 그 사람이 초밥을 먹고 싶어한다면... 이곳이 바로 그곳일 수도 있습니다.,1,0,0,0
대단한 발견 - 뉴욕 시내 중심부에서 가족용 호텔을 우연히 발견했는데 정말 대단한 발견이었어요...,0,0,0,1
대담하고 재미있어요!,1,0,0,0
대담하시다면 아이스크림 위에 발사믹 식초를 얹어 드세요를 시도해 보세요. 정말 맛있어요!,1,0,0,0
대부분의 경우 그들은 당신에 대해 신경 쓰지 않는 것처럼 보입니다.,0,0,1,0
대부분의 명소는 걸어서 갈 수 있는 거리에 있습니다.,0,0,0,1
대부분의 사람들이 흥미로워할 만한 점은 이 시설의 주인에게서 최악의 서비스/태도가 나온다는 것입니다.,0,0,1,0
대부분의 서버는 매우 세심하고 친절하며 매우 매력적입니다.,0,0,1,0
대부분의 조미료 혼합물처럼 짜지 않습니다.,1,0,0,0
"대성당에서 50m, 라스람블라스에서 200m, 공항에서 출발하는 기차와 버스의 중앙 도착 지점인 플라자 카탈루냐에서 400m 떨어져 있습니다.",0,0,0,1
"대성당에서 도보로 5분 거리에 있고, 다양한 훌륭한 골목길 레스토랑이 있어 매우 강력한 선택입니다.",0,0,0,1
"대신 제트 연료를 시도해보기로 했고, 실망하지 않았습니다. 향이 풍부하고 맛도 좋았습니다.",1,0,0,0
"대신, 인공 딸기 맛과 약간의 신맛만 있을 뿐입니다.",1,0,0,0
대중교통과 가까운 편리한 위치에 있으며 프런트 데스크에서 항상 친절하게 길을 안내해 주었습니다.,0,0,1,0
"댄싱, 화이트 리버, 밀레니엄 롤은 꼭 드셔봐야 할 롤입니다.",1,0,0,0
"더 높은 품질의 음식에 비해 가격이 적당한 것 같았습니다. 사실 그랬지만, 문제는 우리 애들이 건드리지도 않고 값싼 새끼 고양이 사료를 선호한다는 것입니다!",1,1,0,0
"더 목마르게 만드는 탄산음료를 마시는 대신, 갈증을 해소해 주고 만족스러운 만족감을 주는 립톤 테이크아웃을 드세요.",1,0,0,0
더 주문할게요!,1,0,0,0
더 큰 것가방은 한번에 다 마칠 수 있을 것 같아요!,1,0,0,0
더 큰 사이즈가 마음에 들어요. 덕분에 이 제품제품을 정기적으로 사용할 수 있고 가격도 더 저렴해요.,0,1,0,0
더러움도 없고 측정할 것도 없습니다.,1,0,0,0
더운 날 얼음 위에 얹어 마시면 최고인 음료입니다.,2,0,0,0
"데스크 서비스는 별로입니다. 다만, 시트는 객실이 정말 잘 관리되지 않았고, 카펫은 심하게 얼룩져 있었고, 모든 것이 낡았습니다.",0,0,1,0
"데스크 직원, 컨시어지, 도어맨, 하우스키핑 직원 등 모든 직원이 친절했고 도움이 많았습니다.",0,0,2,0
데이비드 리오 플라밍고 무설탕 차이 티 라떼는 너무 맛있고 크리미해서 물만 더하면 됩니다.,2,0,0,0
도깨비는 윌리엄스버그에 고전적인 한국 음식과 퓨전 요리인 돼지고기 배꼽 타코를 모두 제공합니다.,2,0,0,0
"도사는 얄밉고, 보기 흉하며 기름기가 뚝뚝 떨어지고, 개인적으로는 이걸 하나 더 먹기 전에 팝콘 토핑을 얹어 먹을 겁니다.",1,0,0,0
도시 곳곳으로의 이동이 매우 편리하도록 MTR 역 바로 건너편에 위치했습니다.,0,0,0,2
도시 내에서 매우 좋음위치,0,0,0,2
도시 전체에서 이보다 더 좋은 인도 음식 음식을 상상할 수 없어요.,2,0,0,0
도시 중심부에 위치하여 차이나타운에서 단 몇 걸음 떨어져 있으며 케이블카나 전차 노선 2개로 쉽게 접근 가능하여 주요 관광 명소로 빠르게 이동할 수 있습니다.,0,0,0,2
도시 최고의 인도 중국식 음식점이에요!,2,0,0,0
도시 최고의 크랩 케이크,2,0,0,0
"도어맨부터 객실 청소부, 프런트 데스크부터 교대 매니저까지 명 직원들이 매우 친절하고 전문적이었습니다.",0,0,2,0
도움이 됨서비스과 평균 가격요리은 $10입니다.,2,2,2,0
"도쿄의 좋은 위치 호텔로, 지하철이 정말 가깝습니다(대부분의 구간이 지하 보도로 이루어져 있어서 도로를 건너지 않고도 갈 수 있음). 또한 도시의 동쪽과 서쪽으로 모두 접근성이 좋고, 아카사카에는 다양한 레스토랑, 바, 커피숍이 있습니다.",0,0,0,2
독특한 애피타이저 .,2,0,0,0
돈 한 푼 한 푼 다 가치가 있어요!,0,2,0,0
돌그릇에 2달러 더 주고 산 게 너무 아까웠어요.,0,1,0,0
"돌이 없다면 얼음 한 조각 이상을 넣는 것은 비극일 것입니다. 이것은 정말, 정말 맛있는 버번입니다.",2,0,0,0
"동네에 살지 않는다면 조금 외진 곳이지만, 어디에 살든 꼭 가볼 만한 가치가 있습니다.",0,0,0,1
동물성 크래커의 황금표준이었던 바넘은 이것으로 조리법을 바꾸었지만 역시 형편없습니다.,1,0,0,0
동일한 강도를 얻으려면 약 1/3의 양만 사용하면 됩니다.,2,0,0,0
두 개의 노면전차 노선이 바로 위에 있어서 좋습니다.,0,0,0,2
"두 개의 큰 건물 사이에 끼어 있는 비교적 새롭고 높은 좁은 건물이라 자연광이 거의 없지만 객실은 메리어트 코트야드에서 일반적으로 기대하는 수준이고 맨해튼 기준으로는 놀라울 정도로 넓습니다... 깨끗하고 편안한 침구와 고급 타월이 있고, 무료 인터넷이며, 객실 내에 맛있는 커피가 있고(로비 커피 머신은 피하세요), 평면 TV 무엇보다도 매우 전문적이고 친절한 직원이 있습니다.",2,0,2,0
"두 마리의 개 모두 정해진 시간에 음식을 다 먹어 치우는데, 이는 새로 구조한 내 개의 변기 훈련에 매우 도움이 되었습니다.",2,0,0,0
두 번 모두 저는 서비스에 매우 실망했습니다. 너무 무례했거든요.,0,0,1,0
두 번째에도 똑같은 일이 있었습니다웨이터. 아마 서비스가 좋지 않았거나 우리의 운이 좋았던 것 같습니다.,0,0,1,0
두 번째와 세 번째 재료는 설탕과 갈색 설탕입니다.,1,0,0,0
두 사람 모두 훌륭했습니다.,2,0,0,0
두 사람에겐 너무 컸지만 아무것도 남지 않았습니다.,2,0,0,0
두 엄지손가락을 세웁니다!,2,0,0,0
두껍고 약간 질퍽합니다.,1,0,0,0
둘 다 먹어보고 어느 것이 더 맛있는지 알아보세요. 둘 다 맛있으니 틀림없이 후회하지 않을 거예요! 양념,2,0,0,0
"뒷마당 휴식 공간은 매우 쾌적하며, 개인 허브 정원을 볼 수 있습니다.",0,0,0,2
뒷맛에 이상한 맛이 없습니다.,2,0,0,0
드디어 오랫동안 기억에 남는 식사가 나왔어요!,2,0,0,0
듬뿍 넣은 검은 후추로 양념을 했습니다.,2,0,0,0
디자인과 분위기 모두 훌륭합니다.,0,0,0,2
디저트 : 완전 재앙이네요.,1,0,0,0
"디저트 메뉴도 없고, 사과도 없고, 아무것도 없어요!!!",0,0,1,0
디저트(우리는 배 토르테를 먹었습니다)는 맛있었습니다. 하지만 직원은 다시 한번 적절한 음료를 추천하지 못했습니다.,2,0,1,0
디저트는 거의 완벽한 저녁 식사의 완벽한 마무리였습니다.,2,0,0,0
디저트는 농담이에요... 신경 쓰지 마세요,1,0,0,0
"디저트로는 냉동 검은 참깨 무스를 시도했는데 (흥미롭지만 특별하지는 않음)와 마차(녹차가루와 블루베리 치즈 케이크)를 시도했는데, 정말 맛있었습니다.",2,0,0,0
디저트로는 망고 생강 크렘 브륄레를 먹었는데... 오랄라 맛있어요!!!,2,0,0,0
디카페인 커피 한 잔을 만들려면 K-컵 두 개가 필요합니다.,1,0,0,0
딥에도 훌륭하게 어울립니다! : ),2,0,0,0
"따뜻하게 제공되었고, 안은 부드럽고 푹신했습니다.",2,0,0,0
따뜻해도 차갑게도 완벽한 맛입니다. 그대로가 최고죠.,2,0,0,0
따라서 라벨에 있는 궤변적인 단어를 제외하면 제품은 괜찮습니다.,1,0,0,0
딱 충분하다.,0,0,0,0
"딱딱하고 질겨서 찌르고 긁는 경향이 있고, 물면 고르게 부러지거나 부서지지 않습니다.",1,0,0,0
딸기 다이키리도 훌륭해요!,2,0,0,0
딸아이가 맛이 없는 커피도넌트 하우스 커피 브랜드에 빠져있어서 시도해보기로 했습니다.,1,0,0,0
딸에게 상자를 보냈어요.,0,0,0,0
"땅콩버터에 설탕을 첨가하는 걸 좋아하는 사람이라면 좋아할 것 같지만, 저는 좋아하지 않아요.",1,0,0,0
또 다른 장점은 사방이 유리벽으로 되어 있어 레스토랑이 개방적느낌이라는 점입니다.,0,0,0,2
"또는 커피, 주스, 계란, 크럼펫(또는 영국 머핀)을 곁들여 옛날식 영국식 아침 식사를 즐겨보세요. 제가 몇 년 전 영국 여행 때 먹었던 것과 같은 맛입니다.",2,0,0,0
또다시 빵을 굽는 것이 기대됩니다.,2,0,0,0
또한 냄새가 심하고 매우 역겹습니다.,1,0,0,0
또한 너무 얇기 때문에 매우 빨리 식고 배부르지 않습니다.,1,0,0,0
"또한 망고, 수박, 석류, 블루베리 등 일반적으로 막대 사탕이나 사탕에서는 찾아볼 수 없는 독특한 맛도 있습니다.",2,0,0,0
또한 매우 낭만적이고 편안한 장소에서 저녁을 먹는 것이 좋았습니다. 서비스는 그저 완벽했습니다... 그들이 너무 친절해서 장소에서 살고 싶지 않았습니다!,0,0,2,2
또한 매우 저렴합니다.,0,2,0,0
또한 밥 요리 또는 다양한 종류의 죽을 추천합니다.,2,0,0,0
또한 샌드위치 (7달러에 가까움)에는 칩이나 사이드 메뉴가 하나도 포함되지 않았습니다.,0,1,0,0
"또한 수영장 옆 활동 예를 들어 스페인어 수업, 수중 에어로빅도 즐겼습니다. 훌륭한 일을 해준 활동 팀에게 감사드립니다.",0,0,2,0
또한 알약을 넣는 데도 좋습니다. 알약이 중앙에 꼭 맞게 들어가고 두 번째 생각 없이 바로 삼킬 수 있습니다.,2,0,0,0
또한 웨이터는 실제로는 $가 들지만 마치 무료인 것처럼 음식을 제안하여 더 많은 음식을 요구합니다.,0,0,1,0
또한 저는 이것차이 특히 과도한 양조에 대한 내성이 있다는 것을 발견했습니다.,2,0,0,0
또한 철분과 마그네슘과 같은 영양소가 매우 풍부해서 제가 바꿨습니다.,2,0,0,0
